,article_title,country,article_quality,revision_id,Population,region
1331,Arouna N'Joya,Cameroon,Stub,1177650613.0,28.1,MIDDLE AFRICA
1332,Edouard Nomo-Ongolo,Cameroon,Stub,1146536611.0,28.1,MIDDLE AFRICA
1333,Antoine Ntsimi,Cameroon,C,1180554993.0,28.1,MIDDLE AFRICA
1334,André Ngongang Ouandji,Cameroon,,,28.1,MIDDLE AFRICA
1335,Paul Pondi,Cameroon,C,1242817206.0,28.1,MIDDLE AFRICA
1336,Félix Sabal Lecco (politician),Cameroon,C,1148553193.0,28.1,MIDDLE AFRICA
1337,François Sengat-Kuo,Cameroon,Stub,1199699881.0,28.1,MIDDLE AFRICA
1338,Madeleine Tchuente,Cameroon,Start,1225866384.0,28.1,MIDDLE AFRICA
1339,Félix Tonye Mbog,Cameroon,Start,1226983598.0,28.1,MIDDLE AFRICA
1340,Kah Walla,Cameroon,GA,1239668367.0,28.1,MIDDLE AFRICA
1341,Zakiatou Djamo,Cameroon,Stub,1235834775.0,28.1,MIDDLE AFRICA
1342,José Manuel Gomes Andrade,Cape Verde,Stub,1216083405.0,0.6,WESTERN AFRICA
1343,Honório Barreto,Cape Verde,Start,1249443443.0,0.6,WESTERN AFRICA
1344,Pedro Fernandes Lopes,Cape Verde,C,1191590141.0,0.6,WESTERN AFRICA
1345,Januaria Moreira,Cape Verde,Start,1225864918.0,0.6,WESTERN AFRICA
1346,Paulo Rocha (Cape Verde politician),Cape Verde,Stub,1177459663.0,0.6,WESTERN AFRICA
1347,Gilberto Correia Carvalho Silva,Cape Verde,Stub,1101613548.0,0.6,WESTERN AFRICA
1348,Luís Filipe Tavares,Cape Verde,Start,1213485215.0,0.6,WESTERN AFRICA
1349,Carlos de Vasconcelos,Cape Verde,Start,1216635216.0,0.6,WESTERN AFRICA
1350,Abraão Vicente,Cape Verde,Start,1213485569.0,0.6,WESTERN AFRICA
1351,Jean-Bédel Bokassa,Central African Republic,FA,1248397829.0,6.2,MIDDLE AFRICA
1352,Antoine Darlan,Central African Republic,C,1217196175.0,6.2,MIDDLE AFRICA
1353,Georges Darlan,Central African Republic,C,1211998269.0,6.2,MIDDLE AFRICA
1354,Catherine Denguiadé,Central African Republic,Start,1242454262.0,6.2,MIDDLE AFRICA
1355,Henri-Marie Dondra,Central African Republic,Stub,1221994311.0,6.2,MIDDLE AFRICA
1356,Saif Durbar,Central African Republic,C,1240973609.0,6.2,MIDDLE AFRICA
1357,Gaston N'Guérékata,Central African Republic,C,1239810898.0,6.2,MIDDLE AFRICA
1358,Jean-Benoît Gonda,Central African Republic,Stub,1159473113.0,6.2,MIDDLE AFRICA
1359,Hassan Al Habib,Central African Republic,Stub,1140307699.0,6.2,MIDDLE AFRICA
1360,Rodolphe Iddi Lala,Central African Republic,C,1242127344.0,6.2,MIDDLE AFRICA
1361,Désiré Kolingba,Central African Republic,Stub,1226461295.0,6.2,MIDDLE AFRICA
1362,Tchakpa M'brede,Central African Republic,Start,1246969392.0,6.2,MIDDLE AFRICA
1363,Karim Meckassoua,Central African Republic,Stub,1224144854.0,6.2,MIDDLE AFRICA
1364,Abakar Sabone,Central African Republic,C,1251051521.0,6.2,MIDDLE AFRICA
1365,Levy Yakete,Central African Republic,Stub,1229277170.0,6.2,MIDDLE AFRICA
1366,Achta Ahmat Bremé,Chad,Stub,1243871975.0,18.3,MIDDLE AFRICA
1367,Kamougue Assoum,Chad,Stub,1195939436.0,18.3,MIDDLE AFRICA
1368,Christian Georges Diguimbaye,Chad,Stub,1227146224.0,18.3,MIDDLE AFRICA
1369,Firmin Djidingar,Chad,Stub,1191501257.0,18.3,MIDDLE AFRICA
1370,Roger Djikisna,Chad,Stub,1175430342.0,18.3,MIDDLE AFRICA
1371,Issa Doubragne,Chad,Start,1236321102.0,18.3,MIDDLE AFRICA
1372,Moussa Faki,Chad,C,1247480258.0,18.3,MIDDLE AFRICA
1373,Arabi El Goni,Chad,Stub,1185921742.0,18.3,MIDDLE AFRICA
1374,Isabelle Kassire,Chad,Stub,1246170190.0,18.3,MIDDLE AFRICA
1375,Oueddei Kichidemi,Chad,Start,1162338564.0,18.3,MIDDLE AFRICA
1376,Alphonse Kotiga,Chad,Stub,1108077983.0,18.3,MIDDLE AFRICA
1377,Baba Laddé,Chad,C,1207731827.0,18.3,MIDDLE AFRICA
1378,Nadji Madou,Chad,Stub,872461806.0,18.3,MIDDLE AFRICA
1379,Mahmoud Ali Seid,Chad,Start,1231975933.0,18.3,MIDDLE AFRICA
1380,Mariam Mahamat Nour,Chad,Stub,1179344861.0,18.3,MIDDLE AFRICA
1381,Laoukein Kourayo Médard,Chad,Stub,872513852.0,18.3,MIDDLE AFRICA
1382,Abbo Nassour,Chad,C,1144389013.0,18.3,MIDDLE AFRICA
1383,Tahir Hamid Nguilin,Chad,Stub,1085015143.0,18.3,MIDDLE AFRICA
1384,Quatre Sou Quatre,Chad,Stub,1193126229.0,18.3,MIDDLE AFRICA
1385,François Tombalbaye,Chad,C,1250337903.0,18.3,MIDDLE AFRICA
1386,Saadie Goukouni Weddeye,Chad,Start,1235451008.0,18.3,MIDDLE AFRICA
1387,Alejandro Serani Burgos,Chile,C,1232887754.0,20.0,SOUTH AMERICA
1388,Beltrán Mathieu,Chile,B,1240166319.0,20.0,SOUTH AMERICA
1389,Alexandra Benado,Chile,Start,1247622508.0,20.0,SOUTH AMERICA
1390,Rolando Calderón,Chile,Stub,1241145448.0,20.0,SOUTH AMERICA
1391,Eugenio Cantuarias,Chile,Stub,1246582918.0,20.0,SOUTH AMERICA
1392,Carlos Balmaceda Saavedra,Chile,Start,1246583396.0,20.0,SOUTH AMERICA
1393,Jorge Cauas,Chile,Stub,1216583569.0,20.0,SOUTH AMERICA
1394,Alberto Cooper,Chile,Stub,1246582150.0,20.0,SOUTH AMERICA
1395,Fernando Cordero Rusque,Chile,Stub,1246582796.0,20.0,SOUTH AMERICA
1396,Juan de Dios Correa de Saa,Chile,Stub,1246583602.0,20.0,SOUTH AMERICA
1397,María Silvia Correa Marín,Chile,Start,1233099485.0,20.0,SOUTH AMERICA
1398,Álvaro Covarrubias,Chile,Start,1246583605.0,20.0,SOUTH AMERICA
1399,Pedro Nolasco Cruz Vergara,Chile,C,1236685196.0,20.0,SOUTH AMERICA
1400,Jose Fernandez Dubrock,Chile,Stub,1209556113.0,20.0,SOUTH AMERICA
1401,Juan Egaña,Chile,Stub,1246583619.0,20.0,SOUTH AMERICA
1402,Sergio Fernández Fernández,Chile,Stub,1246582974.0,20.0,SOUTH AMERICA
1403,Ángel Flisfisch,Chile,Start,1238013543.0,20.0,SOUTH AMERICA
1404,Jaime Gazmuri,Chile,C,1220158605.0,20.0,SOUTH AMERICA
1405,Carlos González Márquez,Chile,Stub,1241138604.0,20.0,SOUTH AMERICA
1406,"David Henríquez (footballer, born 1977)",Chile,Start,1241826912.0,20.0,SOUTH AMERICA
1407,Alejandra Bravo Hidalgo,Chile,C,1210732533.0,20.0,SOUTH AMERICA
1408,Checho Hirane,Chile,Stub,1232905225.0,20.0,SOUTH AMERICA
1409,Ricardo Hormazábal,Chile,Stub,1241145426.0,20.0,SOUTH AMERICA
1410,Aucán Huilcamán,Chile,Stub,1216869009.0,20.0,SOUTH AMERICA
1411,Liliana Jadue,Chile,Start,1218197818.0,20.0,SOUTH AMERICA
1412,Andrés Jouannet,Chile,Start,1232904571.0,20.0,SOUTH AMERICA
1413,Antonio Leal Labrín,Chile,Stub,1240072329.0,20.0,SOUTH AMERICA
1414,Graciela Mandujano,Chile,Start,1246581836.0,20.0,SOUTH AMERICA
1415,Daniel Manouchehri,Chile,Start,1225804893.0,20.0,SOUTH AMERICA
1416,Rodrigo Mundaca,Chile,Stub,1234717906.0,20.0,SOUTH AMERICA
1417,Sergio Ortega (composer),Chile,C,1224512179.0,20.0,SOUTH AMERICA
1418,Manuel Ossa Ruiz,Chile,Start,1197442605.0,20.0,SOUTH AMERICA
1419,Miguel Otero Lathrop,Chile,Stub,1246581884.0,20.0,SOUTH AMERICA
1420,Sergio Páez Verdugo,Chile,Stub,1233100674.0,20.0,SOUTH AMERICA
1421,Luis Palacios Rossini,Chile,Stub,1240166225.0,20.0,SOUTH AMERICA
1422,Héctor Parra (footballer),Chile,C,1246581897.0,20.0,SOUTH AMERICA
1423,Ignacio Pérez Walker,Chile,Stub,1246582371.0,20.0,SOUTH AMERICA
1424,Bernhard Eunom Philippi,Chile,Start,1237244682.0,20.0,SOUTH AMERICA
1425,Germán Picó Cañas,Chile,Start,1233081384.0,20.0,SOUTH AMERICA
1426,Tancredo Pinochet,Chile,Start,1246581910.0,20.0,SOUTH AMERICA
1427,Jaime Pizarro,Chile,C,1246276668.0,20.0,SOUTH AMERICA
1428,Roberto Poblete,Chile,Start,1246286451.0,20.0,SOUTH AMERICA
1429,Francisco Prat Alemparte,Chile,Stub,1246582387.0,20.0,SOUTH AMERICA
1430,Pablo Prieto,Chile,Stub,1246582394.0,20.0,SOUTH AMERICA
1431,Valentina Quiroga,Chile,Start,1230256788.0,20.0,SOUTH AMERICA
1432,Patricio Rey Sommer,Chile,Stub,1226080617.0,20.0,SOUTH AMERICA
1433,Claudio Reyes,Chile,C,1246584115.0,20.0,SOUTH AMERICA
1434,Mario Ríos Santander,Chile,Stub,1246582411.0,20.0,SOUTH AMERICA
1435,Jennifer Rojas,Chile,Start,1245058533.0,20.0,SOUTH AMERICA
1436,Miguel Schweitzer Walters,Chile,Start,1233099801.0,20.0,SOUTH AMERICA
1437,Loreto Silva,Chile,Start,1235451028.0,20.0,SOUTH AMERICA
1438,Roberto Thieme,Chile,Start,1247033778.0,20.0,SOUTH AMERICA
1439,Manuel Antonio Tocornal,Chile,Stub,1246583701.0,20.0,SOUTH AMERICA
1440,Ramón Vega Hidalgo,Chile,Stub,1193587402.0,20.0,SOUTH AMERICA
1441,Juan de Dios Vial del Río,Chile,Stub,1246583715.0,20.0,SOUTH AMERICA
1442,Claudio Vicuña Subercaseaux,Chile,B,1240166459.0,20.0,SOUTH AMERICA
1443,Hernán Vodanovic,Chile,Stub,1241138610.0,20.0,SOUTH AMERICA
1444,Chris Watson,Chile,FA,1245997885.0,20.0,SOUTH AMERICA
1445,Sergio Zarzar Andonie,Chile,Start,1037723664.0,20.0,SOUTH AMERICA
1446,Cao Lihuai,China,C,1240382229.0,1411.3,EAST ASIA
1447,Fu Wenhua,China,Start,1240083184.0,1411.3,EAST ASIA
1448,Gu Shu,China,Start,1222977958.0,1411.3,EAST ASIA
1449,Hang Yihong,China,Stub,1117001263.0,1411.3,EAST ASIA
1450,Hao Hongjun,China,C,1182205038.0,1411.3,EAST ASIA
1451,Hoi Lai Fong,China,Stub,1222254128.0,1411.3,EAST ASIA
1452,Hu Fuming,China,Stub,1230177446.0,1411.3,EAST ASIA
1453,Jiao Xiaoping,China,Start,1250403358.0,1411.3,EAST ASIA
1454,Lin Shengzhong,China,Start,1229515337.0,1411.3,EAST ASIA
1455,Lu Feng (politician),China,Stub,1183319623.0,1411.3,EAST ASIA
1456,Shi Ping (politician),China,Start,1247579845.0,1411.3,EAST ASIA
1457,Wang Liyan,China,Start,1243521667.0,1411.3,EAST ASIA
1458,Wang Yonghong,China,Start,1234882199.0,1411.3,EAST ASIA
1459,"Wang Wei (politician, born 1974)",China,Stub,1112864760.0,1411.3,EAST ASIA
1460,Wei Wenhui,China,Stub,1213106474.0,1411.3,EAST ASIA
1461,Zhang Lin (general),China,Stub,1243512125.0,1411.3,EAST ASIA
1462,José Manuel Restrepo Abondano,Colombia,Start,1240223372.0,52.2,SOUTH AMERICA
1463,Yahir Acuña,Colombia,Stub,1245229750.0,52.2,SOUTH AMERICA
1464,Iván Darío Agudelo,Colombia,Start,1245229754.0,52.2,SOUTH AMERICA
1465,Carlos Mario Álvarez,Colombia,Stub,1245234693.0,52.2,SOUTH AMERICA
1466,Rafael Francisco Amador Campos,Colombia,Stub,1246254621.0,52.2,SOUTH AMERICA
1467,Julio Arboleda Pombo,Colombia,Start,1245236501.0,52.2,SOUTH AMERICA
1468,Justo Arosemena Quesada,Colombia,Start,1215952443.0,52.2,SOUTH AMERICA
1469,Germán Blanco Álvarez,Colombia,Start,1245229792.0,52.2,SOUTH AMERICA
1470,Manuel José Bonnet,Colombia,Start,1145659050.0,52.2,SOUTH AMERICA
1471,Wilson Borja,Colombia,Stub,1245233085.0,52.2,SOUTH AMERICA
1472,Gloria María Borrero,Colombia,Stub,1245229806.0,52.2,SOUTH AMERICA
1473,Carlos Fernando Galán,Colombia,C,1245229831.0,52.2,SOUTH AMERICA
1474,José Eusebio Caro,Colombia,Stub,1216025693.0,52.2,SOUTH AMERICA
1475,Ana María Castañeda,Colombia,Start,1246254674.0,52.2,SOUTH AMERICA
1476,Iván Cepeda,Colombia,Start,1245233092.0,52.2,SOUTH AMERICA
1477,Juan José Chaux Mosquera,Colombia,Start,1245229841.0,52.2,SOUTH AMERICA
1478,Vicky Colbert,Colombia,C,1246254698.0,52.2,SOUTH AMERICA
1479,Alejandro Corrales Escobar,Colombia,Stub,1177713760.0,52.2,SOUTH AMERICA
1480,Alfredo Cuello Baute,Colombia,Start,1245229857.0,52.2,SOUTH AMERICA
1481,Alfonso Dávila Ortiz,Colombia,C,1170558228.0,52.2,SOUTH AMERICA
1482,Luis Eduardo Díaz Granados,Colombia,Stub,1245235873.0,52.2,SOUTH AMERICA
1483,Olga Duque de Ospina,Colombia,Stub,1245229862.0,52.2,SOUTH AMERICA
1484,Eduardo Wiesner Durán,Colombia,Start,1245236200.0,52.2,SOUTH AMERICA
1485,Eduardo Enríquez Maya,Colombia,Stub,1245233259.0,52.2,SOUTH AMERICA
1486,Miguel Amín Escaf,Colombia,Stub,1230172715.0,52.2,SOUTH AMERICA
1487,Juan Carlos Esguerra Portocarrero,Colombia,Stub,1246255193.0,52.2,SOUTH AMERICA
1488,Claudio Galán Pachón,Colombia,Stub,1245229882.0,52.2,SOUTH AMERICA
1489,Juan García del Río,Colombia,Stub,1240176611.0,52.2,SOUTH AMERICA
1490,Daniel García-Peña,Colombia,Start,1245233082.0,52.2,SOUTH AMERICA
1491,Lucy Inés García,Colombia,Stub,1245229888.0,52.2,SOUTH AMERICA
1492,Yaneth Giha Tovar,Colombia,Stub,1245236372.0,52.2,SOUTH AMERICA
1493,Enrique Gil Botero,Colombia,GA,1245233277.0,52.2,SOUTH AMERICA
1494,Guillermo González (politician),Colombia,Stub,1245234381.0,52.2,SOUTH AMERICA
1495,Bernardo Guerra Serna,Colombia,Stub,1250271191.0,52.2,SOUTH AMERICA
1496,Carlos Mauro Hoyos,Colombia,C,1248682870.0,52.2,SOUTH AMERICA
1497,Augusto Ibáñez Guzmán,Colombia,Start,1184527110.0,52.2,SOUTH AMERICA
1498,Gilma Jiménez,Colombia,Stub,1069225684.0,52.2,SOUTH AMERICA
1499,Roberto Junguito,Colombia,Stub,1240223425.0,52.2,SOUTH AMERICA
1500,Maria Claudia Lacouture,Colombia,Start,1199118382.0,52.2,SOUTH AMERICA
1501,Rodrigo Lara,Colombia,C,1250547066.0,52.2,SOUTH AMERICA
1502,Rodrigo Hernán Lloreda Caicedo,Colombia,Start,1246254780.0,52.2,SOUTH AMERICA
1503,Francisco José Lloreda Mera,Colombia,C,1246254788.0,52.2,SOUTH AMERICA
1504,Fernando Londoño,Colombia,Start,1246255201.0,52.2,SOUTH AMERICA
1505,Jorge Eduardo Londoño,Colombia,Stub,1245235971.0,52.2,SOUTH AMERICA
1506,"Jorge Miguel Lozano, Marquis of San Jorge",Colombia,Start,1236266474.0,52.2,SOUTH AMERICA
1507,David Luna Sánchez,Colombia,Stub,1222201469.0,52.2,SOUTH AMERICA
1508,Mariano Arosemena,Colombia,Stub,1245235175.0,52.2,SOUTH AMERICA
1509,Iván Marulanda,Colombia,Start,1185742882.0,52.2,SOUTH AMERICA
1510,Carlos Eduardo Medellín Becerra,Colombia,C,1245235975.0,52.2,SOUTH AMERICA
1511,Germán Montoya Vélez,Colombia,Stub,1028093034.0,52.2,SOUTH AMERICA
1512,Lorenzo Muelas,Colombia,Start,1164689541.0,52.2,SOUTH AMERICA
1513,Narciso Matus Torres,Colombia,Stub,1245236941.0,52.2,SOUTH AMERICA
1514,Elsa Noguera,Colombia,Stub,1246254840.0,52.2,SOUTH AMERICA
1515,Antonio Ordóñez Plaja,Colombia,Stub,1173626216.0,52.2,SOUTH AMERICA
1516,Fernando Ospina Hernández,Colombia,Stub,1245233340.0,52.2,SOUTH AMERICA
1517,Enrique Parejo González,Colombia,Stub,1245235981.0,52.2,SOUTH AMERICA
1518,Carlos Pizarro Leongómez,Colombia,C,1249030421.0,52.2,SOUTH AMERICA
1519,Daniel Quintero,Colombia,C,1245235291.0,52.2,SOUTH AMERICA
1520,Juan Camilo Quintero,Colombia,Stub,1015926064.0,52.2,SOUTH AMERICA
1521,Manuel María Ramírez Fortoul,Colombia,Start,1216456187.0,52.2,SOUTH AMERICA
1522,Juan José Reyes-Patria Escobar,Colombia,C,1227553742.0,52.2,SOUTH AMERICA
1523,Ricardo Cobo,Colombia,Stub,1244437288.0,52.2,SOUTH AMERICA
1524,Jorge Enrique Robledo,Colombia,Start,1220326566.0,52.2,SOUTH AMERICA
1525,Ángela Robledo,Colombia,Start,1246255224.0,52.2,SOUTH AMERICA
1526,Antonio Roldán Betancur,Colombia,Start,1221854205.0,52.2,SOUTH AMERICA
1527,Sixta Pontón de Santander,Colombia,Stub,1247090171.0,52.2,SOUTH AMERICA
1528,Juana de J. Sarmiento,Colombia,Start,1245238707.0,52.2,SOUTH AMERICA
1529,Oscar Terán (lawyer),Colombia,Stub,1161329015.0,52.2,SOUTH AMERICA
1530,Ernesto Macías Tovar,Colombia,Start,1213699898.0,52.2,SOUTH AMERICA
1531,Ciro Luis Urriola,Colombia,Start,1228551844.0,52.2,SOUTH AMERICA
1532,Ramón Maximiliano Valdés,Colombia,Stub,1161329073.0,52.2,SOUTH AMERICA
1533,Eduardo Valencia Ospina,Colombia,Start,1246254972.0,52.2,SOUTH AMERICA
1534,Cristóbal de Vergara Azcárate,Colombia,Start,1245235067.0,52.2,SOUTH AMERICA
1535,José María Vergara y Vergara,Colombia,C,1245233403.0,52.2,SOUTH AMERICA
1536,Estanislao Vergara y Sanz de Santamaría,Colombia,Stub,1245706441.0,52.2,SOUTH AMERICA
1537,Luis Villar Borda,Colombia,Stub,1245234958.0,52.2,SOUTH AMERICA
1538,Luis Carlos Villegas Echeverri,Colombia,Stub,1240167842.0,52.2,SOUTH AMERICA
1539,Roberto Camacho Weberberg,Colombia,Start,1245232426.0,52.2,SOUTH AMERICA
1540,Mouzawar Abdallah,Comoros,Start,1245477212.0,0.9,EASTERN AFRICA
1541,Moustadroine Abdou,Comoros,Stub,1249127568.0,0.9,EASTERN AFRICA
1542,Ibrahim Aboubacar,Comoros,Start,1243241622.0,0.9,EASTERN AFRICA
1543,Saïd Ibrahim Ben Ali,Comoros,Start,1246290098.0,0.9,EASTERN AFRICA
1544,Mohamed Bacar,Comoros,C,1247355339.0,0.9,EASTERN AFRICA
1545,Chamina Ben Mohamed,Comoros,Stub,1247354060.0,0.9,EASTERN AFRICA
1546,Saïd Mohamed Cheikh,Comoros,Start,1221994066.0,0.9,EASTERN AFRICA
1547,Mohamed Dahalani,Comoros,Stub,1175970303.0,0.9,EASTERN AFRICA
1548,Dhoihir Dhoulkamal,Comoros,Stub,1196223038.0,0.9,EASTERN AFRICA
1549,Ahmed Ben Said Djaffar,Comoros,Stub,1190414185.0,0.9,EASTERN AFRICA
1550,Abdou Soulé Elbak,Comoros,Stub,1247353598.0,0.9,EASTERN AFRICA
1551,Gaston Feuillard,Comoros,Stub,1186382326.0,0.9,EASTERN AFRICA
1552,Siti Kassim,Comoros,Start,1131245612.0,0.9,EASTERN AFRICA
1553,Said Ali Kemal,Comoros,Start,1054672013.0,0.9,EASTERN AFRICA
1554,Fouad Mohadji,Comoros,Stub,1136343767.0,0.9,EASTERN AFRICA
1555,Dawiat Mohamed,Comoros,Stub,1226333799.0,0.9,EASTERN AFRICA
1556,Sittou Raghadat Mohamed,Comoros,Start,1197939649.0,0.9,EASTERN AFRICA
1557,Idi Nadhoim,Comoros,Stub,1247384439.0,0.9,EASTERN AFRICA
1558,Fahmi Said Ibrahim,Comoros,Stub,1159714281.0,0.9,EASTERN AFRICA
1559,Djaffar Ahmed Said,Comoros,Stub,1236977988.0,0.9,EASTERN AFRICA
1560,Abdallah Said Sarouma,Comoros,Stub,1043132737.0,0.9,EASTERN AFRICA
1561,Mohamed Ali Soilihi,Comoros,Start,1136366247.0,0.9,EASTERN AFRICA
1562,Moussa Toybou,Comoros,Stub,1247355431.0,0.9,EASTERN AFRICA
1563,Léon Angor,Congo,Start,1242492711.0,6.1,MIDDLE AFRICA
1564,Joseph Badiabio,Congo,Start,1154376625.0,6.1,MIDDLE AFRICA
1565,Frédéric Bintsamou,Congo,Start,1248517558.0,6.1,MIDDLE AFRICA
1566,Modeste Boukadia,Congo,C,1234167840.0,6.1,MIDDLE AFRICA
1567,Jean-Jacques Bouya,Congo,C,1246299510.0,6.1,MIDDLE AFRICA
1568,Fidèle Dimou,Congo,Start,1135246225.0,6.1,MIDDLE AFRICA
1569,Gabriel Entcha-Ebia,Congo,Start,1246821116.0,6.1,MIDDLE AFRICA
1570,Gabriel Valère Eteka Yemet,Congo,Start,1146697785.0,6.1,MIDDLE AFRICA
1571,Albert Fourvelle,Congo,Stub,826516065.0,6.1,MIDDLE AFRICA
1572,Pascal Gamassa,Congo,C,1223558585.0,6.1,MIDDLE AFRICA
1573,Pierre Goura,Congo,Start,1177650425.0,6.1,MIDDLE AFRICA
1574,Gustave Aba-Gandzion,Congo,Stub,1124446209.0,6.1,MIDDLE AFRICA
1575,Joseph Hondjuila Miokono,Congo,Start,1146540238.0,6.1,MIDDLE AFRICA
1576,Zely Pierre Inzoungou-Massanga,Congo,Stub,1141825144.0,6.1,MIDDLE AFRICA
1577,André Kerhervé,Congo,Stub,1152185896.0,6.1,MIDDLE AFRICA
1578,Pierre Mabiala,Congo,C,1146545045.0,6.1,MIDDLE AFRICA
1579,Paulin Makaya,Congo,C,1112682469.0,6.1,MIDDLE AFRICA
1580,Jean-Pierre Makouta-Mboukou,Congo,C,1156202898.0,6.1,MIDDLE AFRICA
1581,Jean Malonga,Congo,Stub,1177650547.0,6.1,MIDDLE AFRICA
1582,André Matsoua,Congo,Start,1247163377.0,6.1,MIDDLE AFRICA
1583,Ferdinand Mbahou,Congo,Start,1227758610.0,6.1,MIDDLE AFRICA
1584,Justin Mikolo-Kinzonzi,Congo,Start,1146540347.0,6.1,MIDDLE AFRICA
1585,Bonaventure Mizidy,Congo,Stub,976591922.0,6.1,MIDDLE AFRICA
1586,Émile Mokoko Wongolo,Congo,Start,1221206415.0,6.1,MIDDLE AFRICA
1587,Jean-Marie Mokoko,Congo,C,1209020061.0,6.1,MIDDLE AFRICA
1588,René-Dambert Ndouane,Congo,C,1146545877.0,6.1,MIDDLE AFRICA
1589,Jean-Dominique Okemba,Congo,C,1146539782.0,6.1,MIDDLE AFRICA
1590,Denis-Christel Sassou Nguesso,Congo,C,1235566637.0,6.1,MIDDLE AFRICA
1591,Arlette Soudan-Nonault,Congo,Start,1221600122.0,6.1,MIDDLE AFRICA
1592,Jean Félix Demba Telo,Congo,Stub,1106155664.0,6.1,MIDDLE AFRICA
1593,Abel Thauley-Ganga,Congo,Stub,1127419766.0,6.1,MIDDLE AFRICA
1594,Daniel Aselo,Congo DR,Stub,1161287091.0,102.3,MIDDLE AFRICA
1595,Jean-Claude Baende,Congo DR,Start,1240112055.0,102.3,MIDDLE AFRICA
1596,Bertrand Bisimwa,Congo DR,Start,1209006607.0,102.3,MIDDLE AFRICA
1597,Célestin Cibalonza Byaterana,Congo DR,Stub,1053664162.0,102.3,MIDDLE AFRICA
1598,Martin Parfait Aimé Coussoud-Mavoungou,Congo DR,Start,1178358315.0,102.3,MIDDLE AFRICA
1599,Emmanuel Dungia,Congo DR,C,1246747483.0,102.3,MIDDLE AFRICA
1600,Ferdinand Essandja,Congo DR,Stub,1176623737.0,102.3,MIDDLE AFRICA
1601,Floribert Anzuluni,Congo DR,Start,1212136112.0,102.3,MIDDLE AFRICA
1602,Lugi Gizenga,Congo DR,Start,1180021058.0,102.3,MIDDLE AFRICA
1603,Clovis Kabongo Malemba,Congo DR,Stub,1156020993.0,102.3,MIDDLE AFRICA
1604,Odilon Kafitwe wa pa Bowa,Congo DR,Stub,1063619600.0,102.3,MIDDLE AFRICA
1605,François Nicéphore Kakese,Congo DR,Stub,1053664863.0,102.3,MIDDLE AFRICA
1606,Kalenga Riziki Lwango II,Congo DR,Start,1175866265.0,102.3,MIDDLE AFRICA
1607,Jean Collins Musonda Kalusambo,Congo DR,Stub,1053665874.0,102.3,MIDDLE AFRICA
1608,Norman Kamosi,Congo DR,Stub,1158543582.0,102.3,MIDDLE AFRICA
1609,Oscar Kashala,Congo DR,GA,1207022384.0,102.3,MIDDLE AFRICA
1610,Banyingela Kasonga,Congo DR,Start,1112278142.0,102.3,MIDDLE AFRICA
1611,Tharcisse Kasongo Mwema Yamba-Yamba,Congo DR,Start,1178367789.0,102.3,MIDDLE AFRICA
1612,Albert-Joseph Kasongo Wa Kapinga,Congo DR,GA,1249521619.0,102.3,MIDDLE AFRICA
1613,Pierre Honoré Kazadi Lukonda Ngube-Ngube,Congo DR,Stub,1002487446.0,102.3,MIDDLE AFRICA
1614,Jacques Kazadi,Congo DR,Start,1176430546.0,102.3,MIDDLE AFRICA
1615,Léon Kengo wa Dondo,Congo DR,C,1237115839.0,102.3,MIDDLE AFRICA
1616,Robert Kidiaba,Congo DR,Start,1248824563.0,102.3,MIDDLE AFRICA
1617,Seth Kikuni,Congo DR,Stub,1243865684.0,102.3,MIDDLE AFRICA
1618,Jean-Pierre Lola Kisanga,Congo DR,Stub,1249285899.0,102.3,MIDDLE AFRICA
1619,Delphin Kyubwa,Congo DR,Stub,1053664236.0,102.3,MIDDLE AFRICA
1620,Gabriel Kyungu,Congo DR,Start,1211274287.0,102.3,MIDDLE AFRICA
1621,Eric Lenge,Congo DR,Start,1244086359.0,102.3,MIDDLE AFRICA
1622,Faustin Luanga,Congo DR,C,1233422388.0,102.3,MIDDLE AFRICA
1623,Guy-Patrice Lumumba,Congo DR,Stub,1147505613.0,102.3,MIDDLE AFRICA
1624,Sultani Makenga,Congo DR,C,1245170396.0,102.3,MIDDLE AFRICA
1625,Angèle Makombo,Congo DR,Stub,1188621879.0,102.3,MIDDLE AFRICA
1626,Franck Mwe di Malila,Congo DR,C,1221364267.0,102.3,MIDDLE AFRICA
1627,Anne Mbusu,Congo DR,Start,1125303194.0,102.3,MIDDLE AFRICA
1628,Munga Mibindo,Congo DR,Stub,1058408130.0,102.3,MIDDLE AFRICA
1629,Emile Mota,Congo DR,Start,1221204219.0,102.3,MIDDLE AFRICA
1630,Josué Alex Mukendi,Congo DR,Stub,1158533179.0,102.3,MIDDLE AFRICA
1631,Daniel Mukoko Samba,Congo DR,Start,1230882624.0,102.3,MIDDLE AFRICA
1632,Paul-Joseph Mukungubila,Congo DR,C,1234382434.0,102.3,MIDDLE AFRICA
1633,Medard Mulangala,Congo DR,C,1247424323.0,102.3,MIDDLE AFRICA
1634,Didier Mumengi,Congo DR,C,1207925066.0,102.3,MIDDLE AFRICA
1635,Kasongo Munganga,Congo DR,C,1221395785.0,102.3,MIDDLE AFRICA
1636,Jean-Claude Kazembe Musonda,Congo DR,Stub,1249280194.0,102.3,MIDDLE AFRICA
1637,Jules Mutebutsi,Congo DR,Start,1220065911.0,102.3,MIDDLE AFRICA
1638,Laurent Nkunda,Congo DR,C,1247976741.0,102.3,MIDDLE AFRICA
